species,family,order,has_specimen,trnLF completed?,ITS completed?,rpl16 completed?,trnK-matK completed?
Pedicularis palustris,Orobanchaceae,Lamiales,false,false,false,false,false
Orobanche purpurea,Orobanchaceae,Lamiales,true,true,true,true,true
Orobanche bohemica,Orobanchaceae,Lamiales,false,false,false,false,false
Pedicularis verticillata,Orobanchaceae,Lamiales,false,false,false,false,false
Orobanche caryophyllacea,Orobanchaceae,Lamiales,true,true,true,true,true
Orobanche ramosa,Orobanchaceae,Lamiales,false,false,false,false,false
Orobanche coerulescens,Orobanchaceae,Lamiales,false,false,false,false,false
Pedicularis recutita,Orobanchaceae,Lamiales,false,false,false,false,false
Orobanche elatior,Orobanchaceae,Lamiales,false,false,false,false,false
Orobanche rapum-genistae,Orobanchaceae,Lamiales,false,false,false,false,false
Orobanche flava,Orobanchaceae,Lamiales,true,false,false,false,false
Plantago strictissima,Plantaginaceae,Lamiales,false,false,false,false,false
Pedicularis rostratocapitata,Orobanchaceae,Lamiales,false,false,false,false,false
Orobanche reticulata,Orobanchaceae,Lamiales,false,false,false,false,false
Orobanche gracilis,Orobanchaceae,Lamiales,true,false,false,false,false
Pinguicula alpina,Lentibulariaceae,Lamiales,true,false,false,false,false
Orobanche kochii,Orobanchaceae,Lamiales,false,false,false,false,false
Orobanche salviae,Orobanchaceae,Lamiales,false,false,false,false,false
Orobanche lucorum,Orobanchaceae,Lamiales,false,false,false,false,false
Plantago coronopus,Plantaginaceae,Lamiales,false,false,false,false,false
Gagea bohemica,Liliaceae,Liliales,false,false,false,false,false
Pedicularis rostratospicata,Orobanchaceae,Lamiales,false,false,false,false,false
Orobanche lutea,Orobanchaceae,Lamiales,true,true,true,true,false
Orobanche teucrii,Orobanchaceae,Lamiales,false,false,false,false,false
Orobanche mayeri,Orobanchaceae,Lamiales,false,false,false,false,false
Pinguicula vulgaris,Lentibulariaceae,Lamiales,true,false,false,false,false
Pedicularis foliosa,Orobanchaceae,Lamiales,false,false,false,false,false
Pedicularis sceptrum-carolinum,Orobanchaceae,Lamiales,false,false,false,false,false
Pedicularis oederi,Orobanchaceae,Lamiales,false,false,false,false,false
Plantago maritima,Plantaginaceae,Lamiales,true,false,false,false,false
Plantago lanceolata,Plantaginaceae,Lamiales,true,true,true,true,true
Plantago alpina,Plantaginaceae,Lamiales,false,false,false,false,false
Rhinanthus riphaeus,Orobanchaceae,Lamiales,false,false,false,false,false
Rhinanthus glacialis,Orobanchaceae,Lamiales,true,false,false,false,false
Plantago arenaria,Plantaginaceae,Lamiales,false,false,false,false,false
Plantago uliginosa,Plantaginaceae,Lamiales,true,true,true,true,true
Plantago major,Plantaginaceae,Lamiales,false,false,false,false,false
Plantago media,Plantaginaceae,Lamiales,false,false,false,false,false
Rhinanthus alectorolophus,Orobanchaceae,Lamiales,true,false,false,false,false
Prunella laciniata,Lamiaceae,Lamiales,false,false,false,false,false
Rhinanthus minor,Orobanchaceae,Lamiales,false,false,false,false,false
Rhinanthus rumelicus  ,Orobanchaceae,Lamiales,false,false,false,false,false
Salvia pratensis,Lamiaceae,Lamiales,true,false,false,false,false
Salvia glutinosa,Lamiaceae,Lamiales,false,false,false,false,false
Salvia nemorosa,Lamiaceae,Lamiales,false,false,false,false,false
Plantago major,Plantaginaceae,Lamiales,false,false,false,false,false
Salvia sylvestris,Lamiaceae,Lamiales,false,false,false,false,false
Salvia verticillata,Lamiaceae,Lamiales,true,false,false,false,false
Stachys germanica,Lamiaceae,Lamiales,false,false,false,false,false
Scrophularia auriculata,Scrophulariaceae,Lamiales,true,false,false,false,false
Scrophularia umbrosa,Scrophulariaceae,Lamiales,false,false,false,false,false
Stachys palustris,Lamiaceae,Lamiales,true,true,false,true,true
Scrophularia canina,Scrophulariaceae,Lamiales,false,false,false,false,false
Verbascum densiflorum,Scrophulariaceae,Lamiales,true,true,false,false,true
Thymus ×porcii,Lamiaceae,Lamiales,false,false,false,false,false
Scrophularia nodosa,Scrophulariaceae,Lamiales,true,true,true,true,true
Teucrium scordium,Lamiaceae,Lamiales,false,false,false,false,false
Utricularia stygia,Lentibulariaceae,Lamiales,false,false,false,false,false
Thymus pulegioides,Lamiaceae,Lamiales,false,false,false,false,false
Scrophularia umbrosa,Scrophulariaceae,Lamiales,false,false,false,false,false
Stachys sylvatica,Lamiaceae,Lamiales,true,true,true,true,true
Thymus ×pseudoalpestris,Lamiaceae,Lamiales,false,false,false,false,false
Scrophularia vernalis  ,Scrophulariaceae,Lamiales,false,false,false,false,false
Utricularia bremii,Lentibulariaceae,Lamiales,false,false,false,false,false
Syringa vulgaris  ,Oleaceae,Lamiales,false,false,false,false,false
Scutellaria altissima  ,Lamiaceae,Lamiales,false,false,false,false,false
Scutellaria galericulata,Lamiaceae,Lamiales,true,true,true,true,true
Thymus alpestris,Lamiaceae,Lamiales,false,false,false,false,false
Teucrium botrys,Lamiaceae,Lamiales,true,false,false,false,false
Scutellaria hastifolia,Lamiaceae,Lamiales,false,false,false,false,false
Thymus pulegioides,Lamiaceae,Lamiales,false,false,false,false,false
Scutellaria minor,Lamiaceae,Lamiales,false,false,false,false,false
Teucrium chamaedrys,Lamiaceae,Lamiales,false,false,false,false,false
Stachys alpina,Lamiaceae,Lamiales,false,false,false,false,false
Thymus praecox,Lamiaceae,Lamiales,false,false,false,false,false
Teucrium montanum,Lamiaceae,Lamiales,true,false,false,false,false
Stachys annua,Lamiaceae,Lamiales,false,false,false,false,false
Utricularia intermedia,Lentibulariaceae,Lamiales,false,false,false,false,false
Stachys arvensis,Lamiaceae,Lamiales,false,false,false,false,false
Thymus serpyllum,Lamiaceae,Lamiales,false,false,false,false,false
Verbascum nigrum,Scrophulariaceae,Lamiales,false,false,false,false,false
Thymus praecox,Lamiaceae,Lamiales,false,false,false,false,false
Thymus ×braunii,Lamiaceae,Lamiales,false,false,false,false,false
Verbascum pulverulentum,Scrophulariaceae,Lamiales,false,false,false,false,false
Thymus praecox,Lamiaceae,Lamiales,false,false,false,false,false
Thymus ×oblongifolius,Lamiaceae,Lamiales,false,false,false,false,false
Utricularia vulgaris,Lentibulariaceae,Lamiales,true,true,true,false,true
Tozzia alpina,Orobanchaceae,Lamiales,false,false,false,false,false
Thymus pulegioides,Lamiaceae,Lamiales,false,false,false,false,false
Utricularia minor,Lentibulariaceae,Lamiales,true,true,true,true,true
Utricularia australis,Lentibulariaceae,Lamiales,false,false,false,false,false
Verbascum phoeniceum,Scrophulariaceae,Lamiales,false,false,false,false,false
Verbascum lychnitis,Scrophulariaceae,Lamiales,true,true,true,true,true
Utricularia ochroleuca,Lentibulariaceae,Lamiales,false,false,false,false,false
Verbascum blattaria,Scrophulariaceae,Lamiales,false,false,false,false,false
Verbascum phlomoides,Scrophulariaceae,Lamiales,true,true,true,true,true
Verbascum thapsus,Scrophulariaceae,Lamiales,true,true,true,true,true
Verbena officinalis,Verbenaceae,Lamiales,true,true,true,true,true
Veronica acinifolia,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica agrestis,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica alpina,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica anagallis-aquatica,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica anagalloides,Plantaginaceae,Lamiales,false,false,false,false,false
Stachys recta,Lamiaceae,Lamiales,true,false,false,false,false
Veronica aphylla,Plantaginaceae,Lamiales,true,false,false,false,false
Veronica urticifolia,Plantaginaceae,Lamiales,true,false,false,false,false
Veronica montana,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica arvensis,Plantaginaceae,Lamiales,true,false,false,false,false
Lilium martagon,Liliaceae,Liliales,false,false,false,false,false
Veronica teucrium,Scrophulariaceae,Lamiales,true,true,true,false,true
Veronica austriaca,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica opaca,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica beccabunga,Plantaginaceae,Lamiales,false,false,false,false,false
Gagea fragifera,Liliaceae,Liliales,false,false,false,false,false
Veronica orsiniana,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica bellidioides,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica hederifolia,Scrophulariaceae,Lamiales,true,false,true,true,true
Veronica spicata,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica polita,Scrophulariaceae,Lamiales,true,true,true,true,true
Lilium bulbiferum,Liliaceae,Liliales,false,false,false,false,false
Veronica persica  ,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica dillenii,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica spuria,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica filiformis  ,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica prostrata,Scrophulariaceae,Lamiales,true,true,true,true,true
Veronica fruticans,Plantaginaceae,Lamiales,true,false,false,false,false
Gagea pratensis,Liliaceae,Liliales,true,true,false,false,true
Veronica vindobonensis,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica fruticulosa,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica praecox,Plantaginaceae,Lamiales,true,false,false,false,false
Gagea lutea,Liliaceae,Liliales,true,true,false,false,true
Veronica catenata,Scrophulariaceae,Lamiales,true,true,true,true,true
Veronica jacquinii,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica maritima,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica triphyllos,Scrophulariaceae,Lamiales,true,true,true,false,true
Veronica satureiifolia,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica micans,Plantaginaceae,Lamiales,false,false,false,false,false
Paris quadrifolia,Liliaceae,Liliales,true,true,false,false,true
Veronica scutellata,Plantaginaceae,Lamiales,true,false,false,false,false
Veronica triloba,Plantaginaceae,Lamiales,false,false,false,false,false
Veronica chamaedrys,Scrophulariaceae,Lamiales,true,false,false,false,false
Veronica serpyllifolia,Plantaginaceae,Lamiales,false,false,false,false,false
Gagea megapolitana,Liliaceae,Liliales,false,false,false,false,false
Fritillaria meleagris  ,Liliaceae,Liliales,false,false,false,false,false
Gagea spathacea,Liliaceae,Liliales,false,false,false,false,false
Gagea minima,Liliaceae,Liliales,true,true,false,false,true
Lilium bulbiferum,Liliaceae,Liliales,false,false,false,false,false
Gagea villosa,Liliaceae,Liliales,true,false,false,false,true
Gagea pomeranica,Liliaceae,Liliales,false,false,false,false,false
Lloydia serotina,Liliaceae,Liliales,false,false,false,false,false
Veratrum album,Melanthiaceae,Liliales,false,false,false,false,false
Streptopus amplexifolius,Liliaceae,Liliales,true,true,false,false,true
Tulipa sylvestris  ,Liliaceae,Liliales,false,false,false,false,false
Veratrum lobelianum,Melanthiaceae,Liliales,false,false,false,false,false
Elatine alsinastrum,Elatinaceae,Malpighiales,true,false,true,false,true
Elatine hexandra,Elatinaceae,Malpighiales,false,false,false,false,false
Elatine hydropiper,Elatinaceae,Malpighiales,false,false,false,false,false
Elatine orthosperma,Elatinaceae,Malpighiales,false,false,false,false,false
Elatine triandra,Elatinaceae,Malpighiales,false,false,false,false,false
Salix myrtilloides,Salicaceae,Malpighiales,false,false,false,false,false
Colchicum autumnale,Liliaceae,Liliales,true,true,false,false,true
Euphorbia amygdaloides,Euphorbiaceae,Malpighiales,false,false,false,false,false
Euphorbia angulata,Euphorbiaceae,Malpighiales,true,false,false,false,false
Salix ×multinervis,Salicaceae,Malpighiales,false,false,false,false,false
Euphorbia nutans  ,Euphorbiaceae,Malpighiales,false,false,false,false,false
Euphorbia cyparissias,Euphorbiaceae,Malpighiales,true,false,true,false,true
Mercurialis annua,Euphorbiaceae,Malpighiales,true,false,false,false,false
Linum alpinum,Linaceae,Malpighiales,false,false,false,false,false
Euphorbia esula,Euphorbiaceae,Malpighiales,false,false,false,false,false
Euphorbia palustris,Euphorbiaceae,Malpighiales,true,false,true,true,true
Euphorbia dulcis,Euphorbiaceae,Malpighiales,false,false,false,false,false
Salix alba,Salicaceae,Malpighiales,false,false,false,false,false
Euphorbia platyphyllos,Euphorbiaceae,Malpighiales,false,false,false,false,false
Euphorbia epithymoides,Euphorbiaceae,Malpighiales,false,false,false,false,false
Linum austriacum  ,Linaceae,Malpighiales,false,false,false,false,false
Populus nigra,Salicaceae,Malpighiales,false,false,false,false,false
Euphorbia prostrata,Euphorbiaceae,Malpighiales,false,false,false,false,false
Euphorbia exigua,Euphorbiaceae,Malpighiales,true,false,false,false,false
Mercurialis ovata,Euphorbiaceae,Malpighiales,false,false,false,false,false
Linum catharticum,Linaceae,Malpighiales,true,true,true,true,true
Euphorbia falcata,Euphorbiaceae,Malpighiales,false,false,false,false,false
Euphorbia pseudovirgata  ,Euphorbiaceae,Malpighiales,false,false,false,false,false
Euphorbia helioscopia,Euphorbiaceae,Malpighiales,true,false,true,true,true
Salix breviserrata,Salicaceae,Malpighiales,false,false,false,false,false
Euphorbia salicifolia,Euphorbiaceae,Malpighiales,false,false,false,false,false
Euphorbia humifusa  ,Euphorbiaceae,Malpighiales,false,false,false,false,false
Populus nigra,Salicaceae,Malpighiales,false,false,false,false,false
Linum flavum,Linaceae,Malpighiales,false,false,false,false,false
Euphorbia illirica,Euphorbiaceae,Malpighiales,false,false,false,false,false
Euphorbia seguieriana,Euphorbiaceae,Malpighiales,false,false,false,false,false
Euphorbia lathyris  ,Euphorbiaceae,Malpighiales,false,false,false,false,false
Mercurialis perennis,Euphorbiaceae,Malpighiales,true,true,true,true,true
Euphorbia lucida,Euphorbiaceae,Malpighiales,false,false,false,false,false
Euphorbia stricta,Euphorbiaceae,Malpighiales,true,false,false,false,false
Linum leonii,Linaceae,Malpighiales,false,false,false,false,false
Euphorbia maculata  ,Euphorbiaceae,Malpighiales,false,false,false,false,false
Salix myrsinifolia,Salicaceae,Malpighiales,false,false,false,false,false
Euphorbia verrucosa,Euphorbiaceae,Malpighiales,false,false,false,false,false
Salix cinerea,Salicaceae,Malpighiales,true,false,false,false,false
Populus alba,Salicaceae,Malpighiales,true,false,false,false,false
Linum perenne,Linaceae,Malpighiales,false,false,false,false,false
Euphorbia virgata  ,Euphorbiaceae,Malpighiales,false,false,false,false,false
Populus tremula,Salicaceae,Malpighiales,true,true,false,true,true
Linum tenuifolium,Linaceae,Malpighiales,false,false,false,false,false
Populus canadensis,Salicaceae,Malpighiales,false,false,false,false,false
Linum viscosum,Linaceae,Malpighiales,true,true,true,false,false
Salix aurita,Salicaceae,Malpighiales,true,true,true,true,true
Salix caprea,Salicaceae,Malpighiales,false,false,false,false,false
Radiola linoides,Linaceae,Malpighiales,false,false,false,false,false
Populus canescens,Salicaceae,Malpighiales,false,false,false,false,false
Salix alpina,Salicaceae,Malpighiales,false,false,false,false,false
Salix caesia,Salicaceae,Malpighiales,false,false,false,false,false
Salix bicolor,Salicaceae,Malpighiales,false,false,false,false,false
Salix appendiculata,Salicaceae,Malpighiales,false,false,false,false,false
Salix cinerea,Salicaceae,Malpighiales,false,false,false,false,false
Salix daphnoides,Salicaceae,Malpighiales,true,true,true,true,true
Salix eleagnos,Salicaceae,Malpighiales,false,false,false,false,false
Salix glabra,Salicaceae,Malpighiales,false,false,false,false,false
Salix gmelini,Salicaceae,Malpighiales,false,false,false,false,false
Salix hastata,Salicaceae,Malpighiales,false,false,false,false,false
Salix herbacea,Salicaceae,Malpighiales,true,false,false,false,false
Euphorbia dulcis,Euphorbiaceae,Malpighiales,true,false,false,false,false
Salix pentandra,Salicaceae,Malpighiales,true,true,true,true,true
Viola pumila,Violaceae,Malpighiales,false,false,false,false,false
Viola alba,Violaceae,Malpighiales,false,false,false,false,false
Salix purpurea,Salicaceae,Malpighiales,true,true,true,true,true
Viola guestphalica,Violaceae,Malpighiales,false,false,false,false,false
Salix triandra,Salicaceae,Malpighiales,false,false,false,false,false
Salix repens,Salicaceae,Malpighiales,false,false,false,false,false
Abutilon theophrasti  ,Malvaceae,Malvales,false,false,false,false,false
Viola tricolor,Violaceae,Malpighiales,false,false,false,false,false
Salix reticulata,Salicaceae,Malpighiales,true,false,false,false,false
Viola arvensis,Violaceae,Malpighiales,false,false,false,false,false
Viola hirta,Violaceae,Malpighiales,true,true,true,true,true
Salix retusa,Salicaceae,Malpighiales,true,false,false,false,false
Viola pyrenaica,Violaceae,Malpighiales,false,false,false,false,false
Viola bavarica,Violaceae,Malpighiales,false,false,false,false,false
Salix rosmarinifolia,Salicaceae,Malpighiales,true,true,true,false,true
Viola stagnina,Violaceae,Malpighiales,false,false,false,false,false
Salix rubens,Salicaceae,Malpighiales,false,false,false,false,false
Viola interjecta,Violaceae,Malpighiales,false,false,false,false,false
Viola biflora,Violaceae,Malpighiales,false,false,false,false,false
Salix serpillifolia,Salicaceae,Malpighiales,true,false,false,false,false
Salix starkeana,Salicaceae,Malpighiales,false,false,false,false,false
Viola calaminaria,Violaceae,Malpighiales,false,false,false,false,false
Viola reichenbachiana,Violaceae,Malpighiales,false,false,false,false,false
Viola arvensis,Violaceae,Malpighiales,true,true,true,true,false
Viola kitaibeliana,Violaceae,Malpighiales,false,false,false,false,false
Viola calcarata,Violaceae,Malpighiales,false,false,false,false,false
Salix triandra,Salicaceae,Malpighiales,false,false,false,false,false
Salix viminalis,Salicaceae,Malpighiales,true,true,true,true,true
Viola canina,Violaceae,Malpighiales,true,false,false,false,false
Salix waldsteiniana,Salicaceae,Malpighiales,true,false,false,false,false
Viola mirabilis,Violaceae,Malpighiales,true,false,false,false,false
Viola suavis  ,Violaceae,Malpighiales,false,false,false,false,false
Viola alba,Violaceae,Malpighiales,false,false,false,false,false
Viola riviniana,Violaceae,Malpighiales,false,false,false,false,false
Viola collina,Violaceae,Malpighiales,false,false,false,false,false
Viola montana,Violaceae,Malpighiales,false,false,false,false,false
Viola elatior,Violaceae,Malpighiales,false,false,false,false,false
Helianthemum alpestre,Cistaceae,Malvales,false,false,false,false,false
Viola tricolor,Violaceae,Malpighiales,false,false,false,false,false
Viola epipsila,Violaceae,Malpighiales,false,false,false,false,false
Viola odorata,Violaceae,Malpighiales,false,false,false,false,false
Viola rupestris,Violaceae,Malpighiales,true,false,false,false,false
Viola palustris,Violaceae,Malpighiales,false,false,false,false,false
Viola tricolor,Violaceae,Malpighiales,false,false,false,false,false
Daphne striata,Thymelaeaceae,Malvales,false,false,false,false,false
Viola scabra,Violaceae,Malpighiales,false,false,false,false,false
Althaea hirsuta,Malvaceae,Malvales,false,false,false,false,false
Viola tricolor,Violaceae,Malpighiales,false,false,false,false,false
Viola schultzii,Violaceae,Malpighiales,false,false,false,false,false
Daphne cneorum,Thymelaeaceae,Malvales,false,false,false,false,false
Viola uliginosa,Violaceae,Malpighiales,false,false,false,false,false
Daphne mezereum,Thymelaeaceae,Malvales,false,false,false,false,false
Althaea officinalis,Malvaceae,Malvales,false,false,false,false,false
Daphne laureola,Thymelaeaceae,Malvales,false,false,false,false,false
Fumana procumbens,Cistaceae,Malvales,false,false,false,false,false
Helianthemum apenninum,Cistaceae,Malvales,false,false,false,false,false
Helianthemum canum,Cistaceae,Malvales,false,false,false,false,false
Salix repens,Salicaceae,Malpighiales,false,false,false,false,false
Helianthemum nummularium,Cistaceae,Malvales,false,false,false,false,false
Helianthemum nummularium,Cistaceae,Malvales,false,false,false,false,false
Helianthemum nummularium,Cistaceae,Malvales,false,false,false,false,false
Helianthemum nummularium,Cistaceae,Malvales,false,false,false,false,false
Epilobium alsinifolium,Onagraceae,Myrtales,false,false,false,false,false
Malva alcea,Malvaceae,Malvales,true,true,true,false,true
Nymphaea alba,Nymphaeaceae,Nymphaeales,false,false,false,false,false
Epilobium hirsutum,Onagraceae,Myrtales,true,true,true,false,true
Malva moschata,Malvaceae,Malvales,true,true,true,false,true
Epilobium anagallidifolium,Onagraceae,Myrtales,false,false,false,false,false
Malva neglecta,Malvaceae,Malvales,true,false,true,false,true
Malva pusilla,Malvaceae,Malvales,false,false,false,false,false
Epilobium brachycarpum  ,Onagraceae,Myrtales,false,false,false,false,false
Epilobium lamyi,Onagraceae,Myrtales,true,false,false,false,true
Epilobium roseum,Onagraceae,Myrtales,false,false,false,false,false
Trapa natans,Lythraceae,Myrtales,false,false,false,false,false
Epilobium ciliatum,Onagraceae,Myrtales,false,false,false,false,false
Malva thuringiaca,Malvaceae,Malvales,false,false,false,false,false
Epilobium tetragonum,Onagraceae,Myrtales,false,false,false,false,false
Thymelaea passerina,Thymelaeaceae,Malvales,false,false,false,false,false
Epilobium lanceolatum,Onagraceae,Myrtales,false,false,false,false,false
Epilobium ciliatum,Onagraceae,Myrtales,false,false,false,false,false
Juniperus communis,Cupressaceae,Pinales,false,false,false,false,false
Tilia platyphyllos,Malvaceae,Malvales,false,false,false,false,false
Epilobium ciliatum,Onagraceae,Myrtales,false,false,false,false,false
Oxalis stricta,Oxalidaceae,Oxalidales,true,false,false,false,true
Tuberaria guttata,Cistaceae,Malvales,false,false,false,false,false
Epilobium montanum,Onagraceae,Myrtales,false,false,false,false,false
Epilobium collinum,Onagraceae,Myrtales,false,false,false,false,false
Circaea alpina,Onagraceae,Myrtales,false,false,false,false,false
Ludwigia palustris,Onagraceae,Myrtales,false,false,false,false,false
Circaea intermedia,Onagraceae,Myrtales,false,false,false,false,false
Epilobium dodonaei,Onagraceae,Myrtales,true,true,false,false,false
Circaea lutetiana,Onagraceae,Myrtales,true,false,true,false,true
Epilobium nutans,Onagraceae,Myrtales,false,false,false,false,false
Nuphar ×spenneriana,Nymphaeaceae,Nymphaeales,false,false,false,false,false
Epilobium alpestre,Onagraceae,Myrtales,false,false,false,false,false
Epilobium duriaei,Onagraceae,Myrtales,false,false,false,false,false
Nymphaea candida,Nymphaeaceae,Nymphaeales,false,false,false,false,false
Epilobium obscurum,Onagraceae,Myrtales,false,false,false,false,false
Epilobium fleischeri,Onagraceae,Myrtales,false,false,false,false,false
Lythrum hyssopifolia,Lythraceae,Myrtales,true,true,true,false,true
Epilobium palustre,Onagraceae,Myrtales,true,false,false,false,true
Oxalis decaphylla  ,Oxalidaceae,Oxalidales,false,false,false,false,false
Nuphar lutea,Nymphaeaceae,Nymphaeales,true,false,false,false,true
Lythrum salicaria,Lythraceae,Myrtales,true,true,true,false,true
Epilobium parviflorum,Onagraceae,Myrtales,false,false,false,false,false
Juniperus communis,Cupressaceae,Pinales,false,false,false,false,false
Peplis portula,Lythraceae,Myrtales,false,false,false,false,false
Oxalis acetosella,Oxalidaceae,Oxalidales,true,false,false,false,true
Nuphar pumila,Nymphaeaceae,Nymphaeales,false,false,false,false,false
Oxalis dillenii,Oxalidaceae,Oxalidales,true,false,false,false,true
Oxalis corniculata,Oxalidaceae,Oxalidales,false,false,false,false,false
Abies alba,Pinaceae,Pinales,false,false,false,false,false
Juniperus sabina,Cupressaceae,Pinales,false,false,false,false,false
Larix decidua,Pinacaee,Pinales,false,false,false,false,false
Linnaea borealis,Pinacaee,Pinales,false,false,false,false,false
Pinus cembra,Pinaceae,Pinales,false,false,false,false,false
Pinus mugo,Pinaceae,Pinales,false,false,false,false,false
Pinus rotundata,Pinaceae,Pinales,false,false,false,false,false
Pinus strobus  ,Pinaceae,Pinales,false,false,false,false,false
Pinus sylvestris,Pinaceae,Pinales,false,false,false,false,false
Ranunculus rionii,Ranunculaceae,Ranunculales,false,false,false,false,false
Tilia cordata,Tiliaceae,,false,false,false,false,false
Pinus sylvestris,Pinaceae,Pinales,false,false,false,false,false
Adonis flammea,Ranunculaceae,Ranunculales,false,false,false,false,false
Taxus baccata,Taxaceae,Pinales,false,false,false,false,false
Fumaria schleicheri,Papaveraceae,Ranunculales,false,false,false,false,false
Adonis vernalis,Ranunculaceae,Ranunculales,true,false,false,false,true
Aristolochia clematitis,Aristolochiaceae,Piperales,true,false,false,false,false
Clematis vitalba,Ranunculaceae,Ranunculales,true,false,false,false,true
Caltha palustris,Ranunculaceae,Ranunculales,true,false,false,false,true
Asarum europaeum,Aristolochiaceae,Piperales,false,false,false,false,false
Anemonastrum narcissiflorum,Ranunculaceae,Ranunculales,false,false,false,false,false
Asarum europaeum,Aristolochiaceae,Piperales,false,false,false,false,false
Fumaria parviflora,Papaveraceae,Ranunculales,false,false,false,false,false
Aconitum degenii,Ranunculaceae,Ranunculales,false,false,false,false,false
Anemone baldensis,Ranunculaceae,Ranunculales,false,false,false,false,false
Corydalis pumila,Fumariaceae,,true,false,false,false,true
Aconitum lycoctonum,Ranunculaceae,Ranunculales,true,false,false,false,false
Anemone nemorosa,Ranunculaceae,Ranunculales,true,false,false,false,true
Aconitum napellus,Ranunculaceae,Ranunculales,false,false,false,false,false
Consolida ajacis  ,Ranunculaceae,Ranunculales,false,false,false,false,false
Aconitum pilipes,Ranunculaceae,Ranunculales,false,false,false,false,false
Ceratocephala falcata,Ranunculaceae,Ranunculales,false,false,false,false,false
Anemone ranunculoides,Ranunculaceae,Ranunculales,true,false,false,false,true
Aconitum plicatum,Ranunculaceae,Ranunculales,false,false,false,false,false
Ficaria verna,Ranunculaceae,Ranunculales,true,false,false,false,false
Aconitum tauricum,Ranunculaceae,Ranunculales,false,false,false,false,false
Anemone sylvestris,Ranunculaceae,Ranunculales,true,false,false,false,true
Aconitum variegatum,Ranunculaceae,Ranunculales,true,false,false,false,false
Ceratocephala orthoceras  ,Ranunculaceae,Ranunculales,false,false,false,false,false
Aquilegia atrata,Ranunculaceae,Ranunculales,true,false,false,false,false
Actaea spicata,Ranunculaceae,Ranunculales,true,false,false,false,false
Consolida hispanica  ,Ranunculaceae,Ranunculales,false,false,false,false,false
Adonis aestivalis,Ranunculaceae,Ranunculales,false,false,false,false,false
Aquilegia einseleana,Ranunculaceae,Ranunculales,false,false,false,false,false
Chelidonium majus,Papaveraceae,Ranunculales,true,false,false,false,true
Corydalis solida,Papaveraceae,Ranunculales,false,false,false,false,false
Aquilegia vulgaris,Ranunculaceae,Ranunculales,false,false,false,false,false
Clematis alpina,Ranunculaceae,Ranunculales,false,false,false,false,false
Berberis vulgaris,Berberidaceae,Ranunculales,false,false,false,false,false
Corydalis cava,Papaveraceae,Ranunculales,false,false,false,false,false
Clematis recta,Ranunculaceae,Ranunculales,false,false,false,false,false
Epimedium alpinum  ,Berberidaceae,Ranunculales,false,false,false,false,false
Fumaria officinalis,Papaveraceae,Ranunculales,true,false,false,false,true
Glaucium flavum,Papaveraceae,Ranunculales,false,false,false,false,false
Corydalis intermedia,Papaveraceae,Ranunculales,false,false,false,false,false
Fumaria rostellata,Papaveraceae,Ranunculales,false,false,false,false,false
Eranthis hyemalis  ,Ranunculaceae,Ranunculales,false,false,false,false,false
Ceratocapnos claviculata,Papaveraceae,Ranunculales,false,false,false,false,false
Fumaria vaillantii,Papaveraceae,Ranunculales,false,false,false,false,false
Fumaria wirtgenii,Papaveraceae,Ranunculales,false,false,false,false,false
Glaucium corniculatum,Papaveraceae,Ranunculales,false,false,false,false,false
Helleborus foetidus,Ranunculaceae,Ranunculales,false,false,false,false,false
Helleborus niger,Ranunculaceae,Ranunculales,false,false,false,false,false
Helleborus viridis,Ranunculaceae,Ranunculales,false,false,false,false,false
Helleborus viridis,Ranunculaceae,Ranunculales,false,false,false,false,false
Hepatica nobilis,Ranunculaceae,Ranunculales,true,false,false,false,true
Ranunculus sardous,Ranunculaceae,Ranunculales,true,false,false,false,false
Consolida regalis,Ranunculaceae,Ranunculales,true,false,false,false,false
Hepatica transsilvanica  ,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus confervoides,Ranunculaceae,Ranunculales,false,false,false,false,false
Ranunculus alpestris,Ranunculaceae,Ranunculales,true,false,false,false,true
Mahonia aquifolium  ,Berberidaceae,Ranunculales,false,false,false,false,false
Pulsatilla alpina,Ranunculaceae,Ranunculales,false,false,false,false,false
Myosurus minimus,Ranunculaceae,Ranunculales,true,false,false,false,true
